"daa_id","name","address","postal_address","phone","fax","website","email","officer","facilities","access","focus","quantity","enquiries","notes","holdings","guides","references","see_also","last_updated","n_id","public","state"
"539","Lowther Hall Anglican Grammar School Archives","17 Leslie Rd, Essendon, 3040
","PO Box 178, Essendon Vic 3040
","(03) 9325 5000","(03) 9331 1247","http://www.lowtherhall.vic.edu.au","cooperb@lowtherhall.vic.edu.au",,"<p>
<span style=""font-size: 12pt; font-family: Arial"">Open by appointment only.
General reference assistance available.</span>
</p>
","<span style=""font-size: 12pt; font-family: Arial"">All records are closed until requested. Written permission required from Principal for some groups of records.</span>
","<span style=""font-size: 12pt; font-family: Arial"">Records relating to the establishment in 1920 and day-to-day running of Lowther Hall Anglican Grammar School (formerly known as Lowther Hall Church of
England Grammar School). Limited records also relating to the School's predecessor organisations: Blinkbonnie Ladies' College and Winstow Ladies' College.</span>
","140 shelf metres (90% in house, 10% donations)","School Archivist",,"<ul>
	<li>
	<div align=""left"">
	School publications, including: The Chronicle (school magazine) 1920 - current; Annual Report 1992 - current; Lowther News 1966 - current.
	</div>
	</li> 
	<li>Administrative records, including: School Council records 1920 - current; Administrative Files; Architectural drawings; Enrolment and Attendance Records 1920 - current.</li> 
	<li>Photographic material.</li> 
	<li>Audio-Visual material.</li> 
	<li>Textiles, including: school uniforms; flags and banners.</li> 
</ul>
",,"<ul>
	<li>Pyke, Alvin D. <em>The Gold The Blue: A History of Lowther Hall</em>, 1981.</li> 
</ul>
",,"2010-10-11","1180","1","VIC"
"540","Australian National University Archives","Building 2 (R G Menzies Building), Fellows Road, Australian National University, Canberra 0200
","As above
","(02) 6125-2219","(02) 6125-0140","http://www.archives.anu.edu.au","university.archives@anu.edu.au","University Archivist","Open Mon-Fri 9 am-5 pm. Closed weekends, public holidays and between Christmas and New Year. Please contact the Archives (by mail, email or telephone) before visiting. General reference assistance available. Copying services available. For list of professional researchers please refer to website.
","Access to official ANU records will be granted in accordance with the provisions of the Archives Act 1983 (Commonwealth), that is, generally after 30 years. Specific access restrictions may apply to some collections of personal papers. An access agreement must be signed by all researchers.
","The University Archives holds records relating to the history of the Australian National University and to earlier institutions such as the Canberra University College, Mt Stromlo Observatory and the Australian Forestry School, from the 1920s.
","650m","University Archivist",,"<ul>
	<li>Central files.</li> 
	<li>Minutes of Council and committees.</li> 
	<li>Photographs.</li> 
	<li>Oral history recordings</li> 
	<li>Papers of academic and senior staff</li> 
	<li>Staff files of senior staff</li> 
	<li>Publications such as Annual Reports, calendars and faculty handbooks</li> 
</ul>
","<ul>
	<li>
	<div align=""left"">
	<em>List of Holdings</em>: A summary list of major collections, updated regularly, is available at http://www.archives.anu.edu.au. Finding aids are available free of charge by mail or email. Some form of detailed listing (item level) is available for 99% of the collection.
	</div>
	</li> 
</ul>
",,,"2010-10-11","1181","1","ACT"
"541","St Ignatius' College, Riverview","Tambourine Bay Rd, Lane Cove 2066
","As above
","(02) 9882 8222","(02) 9882 8588","http://www.riverview.nsw.edu.au","cjhobbs-faulkner@riverview.nsw.edu.au","Archivist","Riverview Archives is open by appointment Monday to Thursday during term time. General reference assistance available. A limited copying service is available for books, journals, original records to foolscap size and photographs.
","Two weeks advance notice of visit is required including details of research project. Proof of identity is required.
","Records including photographs, official &amp; private papers and memorabilia relating to the college, the Jesuit community and the wider Riverview community including staff, students and old boys. Also includes some material relating to the local area of Riverview, Lane Cove and the Lane Cove River.
","300m (100% in-house)","Archivist",,,,"<ul>
	 
	<li>Lea-Scarlett, E, 1989 <em>Riverview, Aspects of the Story of Saint Ignatius’ College &amp; its Peninsula 1836 – 1988</em>.</li> 
	<li>Strong, David SJ, 2005 <em>Riverview, An Educational History</em></li> 
</ul>
",,"2010-10-11","1182","1","NSW"
"542","Macquarie Regional Library","Cnr Macquarie &amp; Talbragar Sts., Dubbo","PO Box 1042, DUBBO NSW 2830","(02) 6801-4510","(02) 6801-4529",,"sandra.smith@dubbo.nsw.gov.au","Local Studies Officer","Library Hours: Mon. to Fri. 10:00am - 6:00pm; Sat. 10:00am - 3:00pm; Sun. 12:00 noon - 4:00pm Local Studies Hours: Mon. to Fri.10:00am - 5:00pm; Every second Saturday: 10:00am - 12 noon","Research access to resources open to public, with assistance if needed. Research by Local Studies Officer for a fee.","To acquire information, original documents, photographs and some artefacts on all aspects of life, business and properties in Dubbo &amp; surrounding district.",,"Local Studies Officer","This repository contains all the material formerly held at the Dubbo Museum &amp; Historical Society.","<ul> <li>Local newspapers in hard copies and microfilm. The latter from 1887.</li> <li>Unpublished manuscript by Edward Josiah Garnsey on the development of Dubbo.</li> <li>Maps of town &amp; larger district, all indexed.</li> <li>Historical photographs.</li> <li>Original documents.</li> <li>Family files.</li> <li>Newspaper research files.</li> <li>Many resource books.</li> <li>Local burial database with over 18,000 names and information.</li> <li>Resource database with over 17,000 lots of information - people, places, events, etc.</li> <li>Other towns.</li> <li>Many index cards.</li> </ul>",,,,"2010-10-11","1183","1","NSW"
"545","Anglican Diocese of Perth, Archives","Level 10 Law Chambers. 573 Hay Street, Perth, 6000","GPO Box W2067, Perth WA, 6846","(08) 9425 7243","(08) 9221 4118","www.perth.anglican.org","archives@perth.anglican.org","The Archivist","By appointment only from Wed &#8211;Fri 1pm-4pm. Contact the Diocesan Archivist directly.","Advance notice is required by phone or email. Access can be arranged via written application for academic or literary research.","The Diocesan Archives collects administrative and financial records of the Diocesan administrative units and parishes and relevant papers of Archbishops and clergy.",,,,,,,,"2011-02-21","1186","1","WA"
"546","Mater Health Services Archives and Heritage Centre","3rd Floor, Aubigny Place. Mater Health Services Stanley St, South bane, QLD 4101
","as above
","(07) 3163 8166","(07) 3163 1595",,"1haap@mater.org.au","Sr Josephine Crawford, Honorary Archivist; Jackie Chamberlin, Archivist","By appointment only. There is general reference assistance and a limited copying service.
","Intending visitors should contact the Archivist prior to their visit, with details of the nature and purpose of their research. There are access restrictions to some records in accordance with legislative, administrative and donor requirements.
","Records related to the Sisters of Mercy, the foundation, development and operations of Mater Misericordiae Hospitals and the working life of its medical, nursing and other staff. Medical records are managed by the Health Information Services not the Archives
",,"The Officer-in-Charge","Formerly known as the Mater Misericordiae Public Hospitals
","<ul>
	<li>Annual reports 1912+</li>
	<li>Photographs of Sisters of Mercy, hospital staff, celebrations and building works 1906+</li>
	<li>Original building plans 1910+</li>
	<li>Press cuttings and publicity material 1950’s +</li>
	<li>Oral histories of Sisters of Mercy</li>
	<li>Staff newsletters 1950+</li>
	<li>Regalia and insignia of papal knighthood of the Equestrian Order of St Gregory the Great conferred on Dr Henry Windsor in recognition of his service as a surgeon to Mater 1931-1956</li>
	<li>Register of nurses in the training school 1914-1989</li>
	<li>Furniture from original hospital 1910</li>
	<li>Orthopaedic, surgical and obstetric instruments</li>
</ul>
",,"<ul>
	<li>Gallagher, Michael. 2004, <em>A history of orthopaedics at the Mater Misericordiae Hospitals Brisbane, Queensland</em>. Boolarong Press, Brisbane.</li>
	<li>Gregory, H. 2006, <em>Expressions of mercy: Brisbane’s Mater Hospitals 1906-2006</em>. University of Queensland Press, St Lucia, Qld.</li>
	<li>Longhurst, Robert 1992, <em>In the footsteps of the Mercies: a history of nursing at the Mater Misericordiae Hospitals, Brisbane</em>. Mater Misericordiae Public Hospitals, South Brisbane.</li>
	<li>O’Brien, H. et al, 1997, The early medical technologists of the Mater Hospital: Sister Mary Chanel, in Lesley Williams (ed.), <em>Hygeia’s daughters: pioneer women in health sciences in Queensland</em>. L. Williams, Brisbane.</li>
	<li>Summers, H.J. 1979, <em>They crossed the river: the founding of the Mater Misericordiae Hospital, Brisbane, by the Sisters of Mercy</em>. University of Queensland Press, St Lucia, Qld.</li>
</ul>
",,"2010-10-11","1187","1","QLD"
"547","Warships and Marine Corps Museum (International)","""Old Bank"" 3400 Huon Highway, Franklin. Tasmania 7113","3400 Huon Hwy, Franklin, Tasmania, AUSTRALIA, 7113","(03) 6266 3443",,"http://warshipsmuseum.com",,"Curator","Guided tours of collections. Digital prints of items in the photographic library are available for purchase.","The book and photographic libraries and main office are now open to the public. The shop & guided tours open most days 10am to 4pm or by appointment after hours. ","Naval history, particularly with regard to the twentieth century",,,"This repository was formerly located in Sydney, New South Wales.","• Photographic library of over 80, 000 photographic items
• Naval, Marine and Space artifacts including signed personal accounts photographs, ship crests, uniforms etc.",,,,"2011-04-19","1188","1","TAS"
"548","Stonnington History Centre",,"PO Box 21, Prahran VIC 3181 
","(03) 8290 1360",,"http://www.stonnington.vic.gov.au/history",,"Local History Officers","Local History Officers are contactable during business hours. The Archives is open to the public by appointment only, reference collections and microfiche are available at local libraries. 
","A research service is available, for details contact the Local History Officer in writing or by telephone. 
","Archival material and memorabilia from the Community and Council, of the area now known as the City of Stonnington, from settlement pre 1840's to the present. 
",,"Local History Officers, or via online feeback form at http://www.stonnington.vic.gov.au/history/feedback","The collection includes the former Malvern Archive and Malvern Historical Society, and Prahran Archive and Prahran Historical and Arts Society Collections 
","<p>
Photographs, documents, building plans, land subdivision plans, records, civic and ceremonial memorabilia, research notes, oral recollections, newspapers, real estate files, annual reports 
</p>
",,"<p>
A list of historical publications, which are available for sale or for loan from local libraries, is available from the web site 
</p>
",,"2010-10-11","1189","1","VIC"
"549","National Film and Sound Archive","McCoy Circuit, Acton 2601 
","GPO Box 2002, Canberra 2601 
","02 6248 2000","02 6248 2222","http://www.nfsa.gov.au","enquiries@nfsa.gov.au","Chief Executive Officer","<p>
9am-5pm weekdays and 10am-5pm weekends and public holidays. 
</p>
<p>
Regional office details available on website. 
</p>
",,,,"http://www.nfsa.gov.au/about_us/contact_us.html","Formerly Screensound Australia 
",,,,,"2010-10-11","661","1","ACT"
"550","SDN Archive at the History Room","SDN Woolloomooloo Child and Family Learning Centre 
","Corner McElhone St and Reid Ave Woolloomooloo NSW 2011 
","02 9360 2696",,"www.sdn.org.au","history@sdn.org.au","Archive Manager","By appointment only.
","Access is strictly by prior arrangement with the Archive Manager.
","The SDN Archive collects items, documents and ephemera relating to the history of SDN since its inception in 1905, and more broadly relating to the development of Children's Services in general. 
","36m","Dr Sandie Wong","SDN Inc.(Sydney Day Nurseries) is a not-for-profit organisation dedicated to the care and education of young children (0-5), and has been in existence since 1905.","Complete set of Annual Reports since 1905, minutes, oral histories, newspaper articles, photographs, ephemera. 
",,,,"2010-10-11","2507","1","NSW"
"551","RMIT University Archives","Building 253, Level 1, Room 32, RMIT Bundoora East Campus, Plenty Road, Bundoora 
","PO Box 71, Bundoora, Victoria, 3083 
","(03) 9925 6002 or (03) 9925 6067","(03) 9925 6159","www.rmit.edu.au","archives@rmit.edu.au","University Archivist","Open by appointment Monday to Friday 9am - 5pm; closed on weekends, Christmas to New Year and Public Holidays. General reference assistance available. Copying services available for original records to A3. 
","Access to the Archives is by appointment only, with advance notice of one week (preferably written) required stating the purpose of the research. 
","Records of current and past students and staff of RMIT University and merged institutes and colleges including State College of Victoria (Coburg); Preston Institute of Technology; Phillip Institute of Technology; Emily McPherson College, Melbourne College of Printing and Graphic Arts; and Melbourne Institute of Textiles. 
","2,100 m",,,"<ul>
	<li>Photographic Collection from 1887</li>
	<li>Prospectus Books, Calendars &amp; Handbooks</li>
	<li>Correspondence &amp; Subject Files</li>
	<li>Committees &amp; Boards Magazines, Newsletters &amp; Journals</li>
	<li>Staff &amp; Student Records</li>
</ul>
",,"<ul>
	<li>Stephen Murray-Smith and Anthony John Dare, <em>The Tech. A Centenary of the Royal Melbourne Institute of Technology</em>, Hyland House, Melbourne, 1987.</li>
	<li>Brian Carroll, <em>A Decade of Achievement - Phillip Institute of Technology</em>, RMIT Press, Abbotsford, Victoria, 1995.</li>
	<li>James Docherty, <em>The Emily Mac - The story of The Emily McPherson College 1906-1979</em>, Ormond, 1981.</li>
	<li>Bill Anderson, <em>Threads. A History of the Melbourne Institute of Textiles 1949-1998</em>, Melbourne Institute of Textiles, 1998.</li>
</ul>
",,"2010-10-11","2393","1","VIC"
"552","Bunbury Cathedral Grammar School Archives","5 Allen Road, Gelorup, Western Australia
","<span style=""font-size: 12pt; font-family: Arial"">PO Box 1198, BUNBURY, Western Australia, 6231</span> 
","08 9722 6000","08 9722 6190","www.bcgs.wa.edu.au/Our+School+Container/Archives/default.aspx","margaret.paterson@bcgs.wa.edu.au","Archivist","<div align=""left"">
<div align=""left"">
<span style=""font-size: 12pt; font-family: Arial"">Open: Monday – Wednesday 8.30am – 4.30pm and Thursday 8.30am – 2.00pm, by appointment only.</span><span style=""font-size: 12pt; font-family: Arial""> Closed: Fridays.</span>
</div>
</div>
<p>
&nbsp;
</p>
<p>
<span style=""font-size: 12pt; font-family: Arial""><span style=""font-size: 9pt; font-family: Arial"">Copying and scanning available services by arrangement , to A3 size.</span></span> 
</p>
","<span style=""font-size: 12pt; font-family: Arial"">Requests for access to restricted materials may be made through the Archivist to the Head of the School.</span> 
",,,,,,,,,"2010-10-11","2418","1","WA"
"553","Trainor/Owen Collection (Royal Australian and New Zealand College of Radiologists)","RANZCR, Level 9, 51 Druitt St, Sydney, NSW 2000 
","RANZCR, Level 9, 51 Druitt St, Sydney, NSW 2000
","02 9268 9725","02 9268 9799",,"archives@ranzcr.edu.au","Archivists","<span style=""font-family: 'Times New Roman','serif'; font-size: 11pt"">9 - 4.30pm Wednesdays only</span> 
","<span style=""font-family: 'Times New Roman','serif'; font-size: 11pt"">Two weeks advanced notice of visit by telephone or email required. Closed periods of 30 years apply to most records. Approval must be sought for access to records within this period</span> 
","<span style=""font-family: 'Times New Roman','serif'; font-size: 11pt"">The Trainor/Owen Collection contains archives of the Royal Australian and New Zealand College of Radiologists and its antecedents; private papers of radiologists and people associated with radiology; photographs; technical manuals; &amp; books</span> 
","200m","Archivists",,"<p style=""text-indent: -11pt; margin: 6pt 0cm 6pt 12.35pt; tab-stops: list 12.35pt"" class=""MsoNormal"">
<span style=""font-family: Symbol""><span><span style=""font-size: small"">·</span><span style=""font-family: 'Times New Roman'"">    </span></span></span><span style=""font-family: Times New Roman; font-size: small"">RANZCR administrative records such as Council &amp; Executive Minutes Agendas 1935-); Education Board Minutes &amp; Agendas and Warden’s reports (1946-); Annual reports (1935-); correspondence files (1947-1973); and, selected branch minutes and correspondence files (1935-1989).</span> 
</p>
<p style=""text-indent: -11pt; margin: 6pt 0cm 6pt 12.35pt; tab-stops: list 12.35pt"" class=""MsoNormal"">
<span style=""font-family: Symbol""><span><span style=""font-size: small"">·</span><span style=""font-family: 'Times New Roman'"">    </span></span></span><span style=""font-family: Times New Roman; font-size: small"">Personal papers of Dr James Syme (1935-1991)</span> 
</p>
<p style=""text-indent: -11pt; margin: 6pt 0cm 6pt 12.35pt; tab-stops: list 12.35pt"" class=""MsoNormal"">
<span style=""font-family: Symbol""><span><span style=""font-size: small"">·</span><span style=""font-family: 'Times New Roman'"">    </span></span></span><span style=""font-family: Times New Roman; font-size: small"">Dr Robert Gardner (1923-1957)</span> 
</p>
<p style=""text-indent: -11pt; margin: 6pt 0cm 6pt 12.35pt; tab-stops: list 12.35pt"" class=""MsoNormal"">
<span style=""font-family: Symbol""><span><span style=""font-size: small"">·</span><span style=""font-family: 'Times New Roman'"">    </span></span></span><span style=""font-family: Times New Roman; font-size: small"">Dr Roy Sear (1909-1962)</span> 
</p>
<span style=""font-family: 'Times New Roman','serif'; font-size: 11pt"">Dr Jim Ryan (1963-2004)</span> 
","<p style=""margin: 6pt 0cm"" class=""MsoNormal"">
<span style=""font-family: Times New Roman; font-size: small"">Owen, Morris, ‘The Archives of the College’ <em>Australasian Radiology, </em>Vol 12, 1968, p.195 </span>
</p>
<p style=""margin: 6pt 0cm"" class=""MsoNormal"">
<span style=""font-family: Times New Roman; font-size: small"">Owen, Morris, ‘Archives of the College. Guide to the Herbert Roy Sear Collection’ <em>Australasian Radiology, </em>Vol 13, p.268</span> 
</p>
<p style=""margin: 6pt 0cm"" class=""MsoNormal"">
<span style=""font-family: Times New Roman; font-size: small"">Owen, Morris, ‘The Archives of the College: The Radium Certificates in the Sear Collection’ <em>Australasian Radiology, </em>Vol 14, p.332</span> 
</p>
",,,"2010-10-11","2630","1","NSW"
"554","St Patrick’s College Ballarat","1431 Sturt Street, Ballarat, Victoria 3350 
","<span style=""font-size: 12pt; font-family: 'Times New Roman','serif'"">Locked Bag 31, Ballarat, Victoria<span>   </span>3350</span> 
","(03) 5331 1688","(03) 5311 8150",,"bdavis@stpats.vic.edu.au","Br Brian Julian Davis, Archivist","Open School Hours by Appointment; Closed School Holidays 
","Notice of visit by email, mail or telephone 
","College Photographic Gallery with digital copies; College Museum; College Annual Magazines and other publications; General College records. 
",,"SPC Archivist: bdavis@stpats.vic.edu.au",,,,,,"2010-10-11","2329","1","VIC"
"555","Emmanuel College",,"PO Box 5, Altona North, VIC 3025
","(03) 93146333","(03) 93142475","http://www.ec.melb.catholic.edu.au","lmoscat@ec.melb.catholic.edu.au",,,,,,"School Archivist",,,,,,"2010-10-11","2414","1","VIC"
"556","Loreto Mandeville Hall Toorak","10 Mandeville Crescent, Toorak 3142 
","<p>
As above 
</p>
","(03) 9823 8100 or direct (03) 9823 1857",,"http://www.loretotoorak.vic.edu.au",,"Heritage Collection and Records Manager","<p>
Open by appointment. General reference assistance available. Copying services for books, journals, original records to A3, photographs, newspapers, maps and plans. 
</p>
","<p>
Advance notice of visit is preferable. All records are closed until they are requested at which time an assessment will be made of their availability. Objections to closed items may be made to the Principal. 
</p>
","<p>
Material relating to Loreto Mandeville Hall Toorak and its Community. 
</p>
","100 shelf metres (100% in-house).","Heritage Collection and Records Manager",,"<ul>
	<li>General photographs including class photos</li>
	<li>Textiles including blazers, hats etc.</li>
	<li>School magazines</li>
	<li>School newsletters and other publications</li>
	<li>Student records (files)</li>
	<li>Class rolls</li>
	<li>Principal's correspondence</li>
	<li>Audio visual material including films and videos</li>
</ul>
",,"<p>
<em>A Mosaic of Memories, Loreto Mandeville Hall 1924-1999</em> 
</p>
",,"2010-10-11","2416","1","VIC"
"557","University of Western Australia","University of Western Australia, Nedlands 6009","As above","(08) 9380-3406","(08) 9380-1041",,,"Guild Managing Director","Open by appointment Mon-Fri 9am-4pm; closed weekends and Christmas - New Year period. Reference assistance available in person and by mail. Limited copying services available for books, journals, original records to A3 and photographs.","Advance notice of visit and proof of identity required. Access to records not normally available for research can be gained at the discretion of the Archives Officer.","The Archives contain material relating to the historical development, organisation and activities of the Guild of Undergraduates and its subsidiary bodies.","60m (95% in-house).","Archives Officer",,"<ul> <li>Guild President Office: Minutes 1928- (broken series); Correspondence c1957- .</li> <li>Guild Council: Photographs 1914-1970; Annual Reports 1930-.</li> <li>Guild Publications: <em>Black Swan</em> 1917-1949; <em>Pelican</em> 1930- .</li> </ul>",,,,"2010-10-11","1096","1","WA"
"558","University of Western Australia","University of Western Australia, 35 Stirling Highway, Crawley 6009","As above","(08) 6488 7234","(08) 6488 1711",,,"University Archivist","Open Mon-Fri 9am-4:30pm by appointment only.","Advance notice of visits required. Closed period varies and access to records not normally available for research may be gained by authorisation of the Registrar.","The University Archives acquires the official administrative records of the University, personal and research papers of retired staff members, memorabilia from former students and staff. A large photograph collection and an oral history collection are also maintained. Records of bodies associated with the University are collected.","629 m (ACA Australian Archival Statistics, 1998)","University Archivist",,"<ul> <li>Registrar's Office: Correspondence files 1913-1980 (150m).</li> <li>Adult Education Board: Correspondence files 1933-1968 (33m).</li> <li>Festival of Perth: Correspondence files 1953-1976 (4m).</li> <li>Student records on microfilm: Student files 1913-1963 (5m).</li> <li>Senate, Academic Board/Council, Standing Committees: Minutes 1913-1980 (80m).</li> </ul>","<ul> <li>Shervington, Christine, compiler, <em>Listing of Bursar's Office Archives, 1904-1960</em>. University of Western Australia, 1981.</li> <li><em>Listing of Registrars Office Archives, 1913-1980</em>. University of Western Australia, 1981.</li> </ul>","<ul> <li>Shervington, Christine 'Automating Records Management' <em>Archives and Manuscripts</em> 14/2 (November, 1986): 129-143.</li> </ul>",,"2010-10-11","1097","1","WA"
"559","Public Record Office Victoria, Laverton Search Room and Repository",,,,,,,,,,,,,"This repository has closed and the records have been relocated. See entry Public Record Office Victoria - Victorian Archives Centre.
",,,,,"2010-10-11","1106","1","VIC"
"560","Public Record Office Victoria, City Search Room",,,,,,,,,,,,,"This repository has closed and the records have been relocated. See entry Public Record Office Victoria - Victorian Archives Centre.
",,,,,"2010-10-11","1107","1","VIC"
"562","Public Record Office Victoria, Ballarat Archives Centre","Ballarat Archives Centre Level 1, State Government Offices, Cnr Mair and Doveton Streets Ballarat VIC 3350
","PO Box 2100 North Melbourne VIC 3051 
","(03) 5333-6611","(03) 5333-6609",,,,"Mon and Tues 9:30am-4:30pm. General reference assistance available to search room visitors, with some limitation on enquiries by mail or phone. Copying services available for original records to A3, microfilms, photographs, maps and plans. PROV’s online catalogue provides access to the holdings and includes the facility to order records to be retrieved for viewing in the Reading Room as well as providing online access to digital records. 
",,,,,,,,,"<ul>
	<li><a href=""/326.htm"">Public Record Office - Victorian Archives Centre</a></li>
</ul>
","2010-10-11","1108","1","VIC"
"563","State Records New South Wales, Armidale Repository","University of New England Archives, Archives/Heritage Centre, Cnr Dangar and Kentucky Streets, Armidale 2351
","As above
","(02) 6773-6565","(02) 6773-6444",,,,"Mon-Fri 9am-5pm.
",,"The New England area's important association with mining activity is reflected in the State archives held at Armidale which include a number of mining registers.
",,,,,"<ul>
	 
	<li>Concise Guide to the State Archives, 2nd ed. (http://www.records.nsw.gov.au/cguide.htm)</li> 
</ul>
",,"<ul>
	 
	<li><a href=""/24.htm"">State Records New South Wales</a></li> 
	<li><a href=""/467.htm"">State Records New South Wales - Western Sydney Records Centre</a></li> 
	<li><a href=""/479.htm"">State Records New South Wales - Broken Hill Repository</a></li> 
	<li><a href=""/480.htm"">State Records New South Wales - Newcastle Repository (1)</a></li> 
	<li><a href=""/481.htm"">State Records New South Wales - Newcastle Repository (2)</a></li> 
	<li><a href=""/482.htm"">State Records New South Wales - Wagga Wagga Repository</a></li> 
	<li><a href=""/483.htm"">State Records New South Wales - Wollongong Repository</a></li> 
</ul>
","2010-10-11","1120","1","NSW"
"564","State Records New South Wales, Broken Hill Repository","The Outback Archives, Broken Hill City Library, Blende Street, Broken Hill 2880
","As above
","(08) 8088-9266","(08) 8088-1702",,,,"Open Mon, Tues, Thurs, Fri 10am-1pm, 2-5pm, Wed and the 2nd, 3rd and 4th Sat of each month 10am-1pm.
",,"This repository is the newest in the system. It holds a fascinating miscellaneous collection of Court records from Tibooburra dating from the 1880s.
",,,,,"<ul>
	 
	<li>Concise Guide to the State Archives, 2nd ed. (http://www.records.nsw.gov.au/cguide.htm)</li> 
</ul>
",,"<ul>
	 
	<li><a href=""/24.htm"">State Records New South Wales</a></li> 
	<li><a href=""/467.htm"">State Records New South Wales - Western Sydney Records Centre</a></li> 
	<li><a href=""/478.htm"">State Records New South Wales - Armidale Repository</a></li> 
	<li><a href=""/480.htm"">State Records New South Wales - Newcastle Repository (1)</a></li> 
	<li><a href=""/481.htm"">State Records New South Wales - Newcastle Repository (2)</a></li> 
	<li><a href=""/482.htm"">State Records New South Wales - Wagga Wagga Repository</a></li> 
	<li><a href=""/483.htm"">State Records New South Wales - Wollongong Repository</a></li> 
</ul>
","2010-10-11","1121","1","NSW"
"565","State Records New South Wales, Newcastle Repository (1)","University Archives, Auchmuty Library, University of Newcastle, University Drive, Callaghan 2308
","As above
","(02) 4921-5820","(02) 4921-6988",,,,"Mon-Fri 9:30am-12:30pm and 1:30-5pm.
",,"The State archives held feature school and other education records.
",,,,,"<ul>
	 
	<li>Concise Guide to the State Archives, 2nd ed. (http://www.records.nsw.gov.au/cguide.htm)</li> 
</ul>
",,"<ul>
	 
	<li><a href=""/24.htm"">State Records New South Wales</a></li> 
	<li><a href=""/467.htm"">State Records New South Wales - Western Sydney Records Centre</a></li> 
	<li><a href=""/478.htm"">State Records New South Wales - Armidale Repository</a></li> 
	<li><a href=""/479.htm"">State Records New South Wales - Broken Hill Repository</a></li> 
	<li><a href=""/481.htm"">State Records New South Wales - Newcastle Repository (2)</a></li> 
	<li><a href=""/482.htm"">State Records New South Wales - Wagga Wagga Repository</a></li> 
	<li><a href=""/483.htm"">State Records New South Wales - Wollongong Repository</a></li> 
</ul>
","2010-10-11","1122","1","NSW"
"566","State Records New South Wales, Newcastle Repository (2)","Newcastle Region Public Library, Laman Street, Newcastle 2300
","As above
","(02) 4925-8300","(02) 4929-6568",,,,"Mon, Wed-Fri 9:30am-5pm, Tues 9:30am-8pm, Sat 10am-5pm.
",,"The State archives held are maintained as part of the Library's Local Studies Collection and include the Hunter Water Board Rate books which start in the 1890s and go through to the 1930s.
",,,,,"<ul>
	 
	<li>Concise Guide to the State Archives, 2nd ed. (http://www.records.nsw.gov.au/cguide.htm)</li> 
</ul>
",,"<ul>
	 
	<li><a href=""/24.htm"">State Records New South Wales</a></li> 
	<li><a href=""/467.htm"">State Records New South Wales - Western Sydney Records Centre</a></li> 
	<li><a href=""/478.htm"">State Records New South Wales - Armidale Repository</a></li> 
	<li><a href=""/479.htm"">State Records New South Wales - Broken Hill Repository</a></li> 
	<li><a href=""/480.htm"">State Records New South Wales - Newcastle Repository (1)</a></li> 
	<li><a href=""/482.htm"">State Records New South Wales - Wagga Wagga Repository</a></li> 
	<li><a href=""/483.htm"">State Records New South Wales - Wollongong Repository</a></li> 
</ul>
","2010-10-11","1123","1","NSW"
"567","State Records New South Wales, Wagga Wagga Repository","Charles Sturt University Regional Archives, Blakemore Building, Hely Avenue, Wagga Wagga 2650
","PO Box 588, Wagga Wagga 2678
","(02) 6925-3666","(02) 6925-3992",,,,"Mon-Fri 9am-5pm,Saturday, following the third Wednesday of each month 10:30am-4pm.
",,"Included in this, the most extensive collection of the regional State archives collections, are Local Land Board and Crown Land Agents records from Wagga Wagga, Hay, Griffith and Cootamundra extending back to the 1860s; Court House records from towns throughout the State survey and planning regions of Riverina and Murray (regions 5 and 6); Department of Agriculture records from Wagga Experiment Farm and Wagga Agricultural College; Department of Education school and regional office records; Department of Public Prosecutions records from Wagga Wagga; Department of Police records from Wagga Wagga, Coolamon and Darlington Point; Department of Public Works records from Cootamundra, Hay and Wagga Wagga; Water Conservation and Irrigation Commission records from Deniliquin and Griffith; and Department of Valuer-General Records from Wagga Wagga and Albury.
",,,,,"<ul>
	 
	<li>Concise Guide to the State Archives, 2nd ed. (http://www.records.nsw.gov.au/cguide.htm)</li> 
</ul>
",,"<ul>
	 
	<li><a href=""/24.htm"">State Records New South Wales</a></li> 
	<li><a href=""/467.htm"">State Records New South Wales - Western Sydney Records Centre</a></li> 
	<li><a href=""/478.htm"">State Records New South Wales - Armidale Repository</a></li> 
	<li><a href=""/479.htm"">State Records New South Wales - Broken Hill Repository</a></li> 
	<li><a href=""/480.htm"">State Records New South Wales - Newcastle Repository (1)</a></li> 
	<li><a href=""/481.htm"">State Records New South Wales - Newcastle Repository (2)</a></li> 
	<li><a href=""/483.htm"">State Records New South Wales - Wollongong Repository</a></li> 
</ul>
","2010-10-11","1124","1","NSW"
